pytanie,odpowiedz_wygenerowana
"Jakie przedmioty są wymagane jako wstępne, aby móc uczęszczać na przedmiot obieralny ""Gry kombinatoryczne""?","Wymaganiami wstępnymi dla przedmiotu obieralnego Gry kombinatoryczne są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
"Ile minimum punktów ECTS muszę uzyskać, aby otrzymać rejestrację na trzeci semestr studiów pierwszego stopnia?","Aby otrzymać rejestrację na trzeci semestr studiów pierwszego stopnia, należy uzyskać co najmniej 40 punktów ECTS. Rejestracja po jesiennej sesji egzaminacyjnej we wrześniu wymaga zgromadzenia minimum 40 punktów ECTS z 60 możliwych do uzyskania na pierwszym roku studiów."
"Na którym semestrze studiów pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Równania różniczkowe cząstkowe""?",Przedmiot Równania różniczkowe cząstkowe na studiach pierwszego stopnia na kierunku Matematyka jest realizowany na piątym semestrze.
Kto pełni funkcję sekretarza Komisji Egzaminu Dyplomowego dla kierunku Informatyka i Systemy Informacyjne?,"Funkcję sekretarza Komisji Egzaminu Dyplomowego dla kierunku Informatyka i Systemy Informacyjne pełni dr inż. Paweł Kotowski, adiunkt."
"Ile punktów ECTS można uzyskać za zaliczenie przedmiotu obieralnego ""Siła nauki - granice poznania""?","Za zaliczenie przedmiotu obieralnego „Siła nauki - granice poznania” można uzyskać 4 punkty ECTS. W zależności od programu studiów lub okresu, przedmiot ten może mieć również przypisane 2, 3 lub od 5 do 6 punktów ECTS."
W jakiej formie i gdzie powinienem złożyć podanie o urlop okolicznościowy lub nieuwarunkowany?,"Podanie o urlop okolicznościowy lub nieuwarunkowany należy złożyć w formie elektronicznej za pośrednictwem systemu USOSweb, w którym dostępny jest odpowiedni formularz wniosku."
Czy podczas sprawdzianu lub egzaminu na wydziale mogę używać telefonu komórkowego jako zegarka?,"Podczas sprawdzianów, zaliczeń oraz egzaminów na Wydziale Matematyki i Nauk Informacyjnych używanie telefonów komórkowych, w tym również w charakterze zegarka, jest zabronione. Wszystkie urządzenia elektroniczne tego typu muszą być wyłączone i schowane na czas trwania weryfikacji wiedzy. Do kontrolowania czasu studenci powinni używać tradycyjnych zegarków lub korzystać z zegarów znajdujących się w salach dydaktycznych."
Czy porozumienie w sprawie praktyk studenckich mogę przesłać mailem jako skan?,"Nie, porozumienia w sprawie praktyk studenckich nie można przesłać drogą mailową w formie skanu. Student jest zobowiązany do dostarczenia trzech egzemplarzy porozumienia, z których każdy musi być podpisany własnoręcznie przez pracodawcę oraz studenta. Podpisane dokumenty należy przekazać bezpośrednio Pełnomocnikowi ds. Praktyk. Porozumienie w sprawie praktyk stanowi bowiem wyjątek od dokumentów, które mogą być przekazywane w formie elektronicznej."
"Ile maksymalnie punktów mogę otrzymać za prezentację na przedmiocie obieralnym ""Matematyka popularna""?","Za prezentację na przedmiocie obieralnym Matematyka popularna można otrzymać maksymalnie 30 punktów. Ocenie podlega zarówno poprawność merytoryczna przygotowanego wystąpienia, jak i sposób jego przedstawienia."
"Pod jaki numer telefonu powinienem zadzwonić do dziekanatu, aby dopytać o sprawy związane z moim tokiem studiów na kierunku Inżynieria i Analiza Danych?",W sprawach związanych z tokiem studiów na kierunku Inżynieria i Analiza Danych właściwym numerem telefonu do kontaktu z dziekanatem jest 22 234-59-22.
W którym pokoju dziekanatu mogę zamówić i odebrać fakturę za wniesione opłaty za studia?,Fakturę uprawniającą do odliczeń podatkowych za wniesione opłaty za studia można zamówić i odebrać w dziekanacie Wydziału Matematyki i Nauk Informacyjnych Politechniki Warszawskiej w pokoju 027.
W jakim zakładzie na Wydziale MiNI pracuje mgr inż. Szymon Tur i w jakim pokoju można go znaleźć?,"Mgr inż. Szymon Tur pracuje w Zakładzie Projektowania Systemów CAD/CAM i Komputerowego Wspomagania Medycyny. Jego pokój znajduje się w Kampusie Głównym Politechniki Warszawskiej, w Gmachu MiNI, w pokoju numer 417."
"Ile punktów ECTS uzyskam za zaliczenie przedmiotu ""Analiza matematyczna 1"" na pierwszym semestrze licencjackim na kierunku Matematyka i Analiza Danych?","*   Wait, is ""Matematyka i Nauk Informacyjnych"" (MiNI) a major? No, the major is ""Matematyka"". But the context literally says ""Na kierunku Matematyka i Nauk Informacyjnych (MiNI, licencjacki)"".
            *   If the user asks about ""Matematyka i Analiza Danych"", and the context only has """
"Ile minimum punktów trzeba zdobyć, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?",Nie mam tej informacji w dostępnych zasobach.
Czy mogę przepisać praktyki zrealizowane na studiach pierwszego stopnia na innej uczelni?,"Nie ma możliwości przepisania praktyk zrealizowanych na innej uczelni. Absolwenci innych uczelni, którzy zrealizowali praktyki na studiach pierwszego stopnia, muszą złożyć dokumenty zgodnie z jedną z trzech form zaliczenia praktyk. Możliwość bezpośredniego przepisania praktyk zrealizowanych na studiach pierwszego stopnia przysługuje wyłącznie absolwentom Wydziału Matematyki i Nauk Informacyjnych Politechniki Warszawskiej."
Czy istnieje możliwość wypożyczenia sprzętu z laboratorium do domu w celu realizacji projektu?,"Tak, istnieje możliwość wypożyczenia sprzętu z laboratorium do domu, jednak jest to dopuszczane wyłącznie w uzasadnionych przypadkach. Dodatkowym warunkiem umożliwiającym takie wypożyczenie jest poręczenie za studenta przez prowadzącego zajęcia."
"Jakie przedmioty należy mieć zaliczone, aby móc uczęszczać na przedmiot obieralny ""Gry kombinatoryczne""?","Wymaganiami wstępnymi, które należy spełnić, aby móc uczęszczać na przedmiot obieralny Gry kombinatoryczne, są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
"Ile minimum punktów ECTS muszę zdobyć do końca sesji, aby uzyskać rejestrację na trzeci semestr na studiach pierwszego stopnia?","Aby uzyskać rejestrację na trzeci semestr na studiach pierwszego stopnia, należy zdobyć co najmniej 40 punktów ECTS. Rejestracja po jesiennej sesji egzaminacyjnej we wrześniu wymaga uzyskania co najmniej 40 ECTS z 60 punktów możliwych do zdobycia na pierwszym roku studiów."
Przez ile maksymalnie semestrów na studiach pierwszego stopnia student może otrzymywać świadczenia pomocy materialnej?,"Na studiach pierwszego stopnia student może otrzymywać świadczenia pomocy materialnej przez maksymalnie 9 semestrów, w ramach łącznego limitu wynoszącego 12 semestrów studiowania."
W jakich pokojach w gmachu wydziału urzęduje dr inż. Krzysztof Kaczmarski?,"Dr inż. Krzysztof Kaczmarski urzęduje w pokoju numer 28, który znajduje się w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej."
"Czy jeśli odbywam praktykę studencką poza miejscem zamieszkania i uczelnią, mogę ubiegać się o dofinansowanie kosztów dojazdu lub zakwaterowania?","Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów. W przypadku wyjazdów zagranicznych dodatkowym warunkiem przyznania takiego wsparcia jest akceptacja przez prorektora do spraw studenckich wniosku, który musi zostać złożony zgodnie z zarządzeniem w sprawie podróży za granicę."
W jakim terminie muszę dostarczyć potwierdzenie odbycia praktyki wewnętrznej do Pełnomocnika ds. Praktyk?,Potwierdzenie odbycia praktyki należy dostarczyć Pełnomocnikowi ds. Praktyk nie później niż w pierwszym miesiącu semestru następującego po zakończeniu praktyk.
"Co jest wymagane, aby uzyskać bezwarunkową rejestrację na 7 semestr na kierunku Informatyka i Systemy Informacyjne?","Aby uzyskać rejestrację bezwarunkową na 7 semestr na kierunku Informatyka i Systemy Informacyjne, wymagane jest zaliczenie praktyk studenckich."
Co grozi studentowi za ściąganie lub korzystanie z niedozwolonych urządzeń podczas sprawdzianu?,"Zgodnie z § 19 punkt 4 Regulaminu studiów w Politechnice Warszawskiej, jeżeli podczas weryfikacji osiągnięcia efektów uczenia się zostanie stwierdzona niesamodzielność pracy studenta lub korzystanie przez niego z materiałów lub urządzeń innych niż dozwolone w regulaminie przedmiotu, student uzyskuje ocenę niedostateczną."
Ile razy w ciągu jednego roku akademickiego mogę ubiegać się o przyznanie zapomogi?,W ciągu jednego roku akademickiego student może otrzymać zapomogę nie częściej niż dwa razy.
Dlaczego moje podanie o zaliczenie praktyk na podstawie umowy o pracę może nie zostać przyjęte?,"Podanie o zaliczenie praktyk studenckich na podstawie umowy o pracę może nie zostać przyjęte z kilku kluczowych powodów. Przede wszystkim wniosek może zostać odrzucony, jeśli wystąpią w nim braki formalne, które nie zostaną usunięte przez studenta pomimo wezwania ze strony Komisji. Nieuzupełnienie tych braków w wyznaczonym terminie skutkuje pozostawieniem wniosku bez rozpoznania. Kolejną przyczyną może być brak wykazania, że zakres wykonywanej pracy był zgodny z realizowanym kierunkiem studiów oraz że w trakcie zatrudnienia osiągnięto zakładane efekty uczenia się. Dodatkowo program praktyki musi zostać podpisany przez pracodawcę jeszcze przed rozpoczęciem okresu, który ma zostać rozliczony jako praktyka. Istotny jest również termin złożenia dokumentów, ponieważ zaliczenie wykonywanej pracy jako praktyki studenckiej może nastąpić nie później niż w pierwszym miesiącu semestru następującego po zakończeniu praktyk. Warto pamiętać, że każdy taki wniosek jest rozpatrywany przez Pełnomocnika ds. Praktyk w sposób indywidualny."
"Jakie przedmioty trzeba mieć zaliczone, aby zapisać się na przedmiot Gry kombinatoryczne?","Aby zapisać się na przedmiot Gry kombinatoryczne, wymagane jest uprzednie zaliczenie następujących przedmiotów: matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
Kto zatwierdza tematy prac dyplomowych na kierunku Inżynieria i Analiza Danych?,Tematy prac dyplomowych na kierunku Inżynieria i Analiza Danych zatwierdza Komisja Programowa kierunku Inżynieria i analiza danych Rady Wydziału MiNI.
"W jaki sposób mogę uzyskać dostęp do sali 304, aby pracować tam nad swoim projektem studenckim?","Aby uzyskać dostęp do sali 304 w celu pracy nad projektem studenckim, prowadzący projekt musi wysłać potwierdzenie do mgr inż. Marcina Borkowskiego. Studenci wykonujący projekty mogą korzystać z tej sali w czasie, gdy nie odbywają się w niej zajęcia dydaktyczne. Należy pamiętać, że sala 304 nie jest wolno dostępna dla wszystkich studentów, a dostęp do zgromadzonego w niej specjalistycznego sprzętu jest ograniczony ze względów bezpieczeństwa."
W jaki sposób mogę złożyć podanie o zmianę grupy zajęciowej?,"Podanie o zmianę grupy studenckiej bądź zajęciowej można złożyć za pośrednictwem systemu USOSweb, w którym udostępniony jest odpowiedni formularz wniosku."
"Ile punktów ECTS muszę zdobyć na pierwszym roku studiów pierwszego stopnia, aby uzyskać rejestrację na semestr trzeci?","Aby uzyskać rejestrację na semestr trzeci na studiach pierwszego stopnia, student musi zdobyć co najmniej 40 punktów ECTS z 60 punktów możliwych do uzyskania na pierwszym roku studiów."
Czy mogę wykorzystać wydziałowy serwer wirtualny do postawienia serwera gry dla znajomych?,"Nie, nie ma możliwości wykorzystania wydziałowego serwera wirtualnego do postawienia serwera gry dla znajomych. Zgodnie z obowiązującymi zasadami, wykorzystanie serwerów do celów rozrywkowych bądź komercyjnych jest zabronione. Serwery wirtualne są udostępniane studentom wyłącznie w celu realizacji projektów, zadań, prac dyplomowych oraz udostępniania serwisów studenckich będących wynikiem pracy dydaktycznej lub prac własnych."
Jakie dokumenty i przedmioty mogę mieć na stole podczas kolokwium lub egzaminu na Wydziale MiNI?,"Podczas kolokwium lub egzaminu na Wydziale Matematyki i Nauk Informacyjnych student ma obowiązek posiadać na stole dokument potwierdzający tożsamość, w szczególności legitymację studencką. Poza dokumentem tożsamości na stole mogą znajdować się wyłącznie przybory do pisania oraz inne materiały i przyrządy pomocnicze, na których korzystanie wyraźnie zezwolił prowadzący dany sprawdzian wiedzy. Szczegółowe zasady dotyczące dozwolonych przedmiotów określa koordynator przedmiotu, a dokładne informacje na ten temat nie są zawarte w dostępnych zasobach."
Gdzie znajduje się pokój mgr. inż. Szymona Tura w Gmachu MiNI i jaki jest do niego adres e-mail?,Pokój mgr. inż. Szymona Tura znajduje się w Gmachu MiNI w pokoju 417. Adres e-mail do mgr. inż. Szymona Tura to szymon.tur@pw.edu.pl.
Ile punktów ECTS jest przypisanych do przedmiotu Analiza matematyczna 1 na pierwszym semestrze kierunku Inżynieria i Analiza Danych?,Nie mam tej informacji w dostępnych zasobach.
Czy przed egzaminem dyplomowym muszę złożyć w dziekanacie wydrukowany egzemplarz mojej pracy dyplomowej?,"Nie, przed egzaminem dyplomowym nie ma obowiązku składania w dziekanacie wydrukowanego egzemplarza pracy dyplomowej. W dziekanacie Wydziału Matematyki i Nauk Informacyjnych nie składa się papierowej wersji ani wydrukowanego egzemplarza pracy dyplomowej."
Ile razy w ciągu jednego roku akademickiego mogę otrzymać zapomogę finansową?,Student może otrzymać zapomogę finansową nie częściej niż dwa razy w ciągu jednego roku akademickiego.
Na którym semestrze studiów magisterskich na kierunku Matematyka i Analiza Danych realizowane są przedmioty z cyklu Warsztaty badawcze?,"Przedmioty z cyklu Warsztaty badawcze na studiach magisterskich na kierunku Matematyka i Analiza Danych są realizowane na pierwszym oraz drugim semestrze. Przedmiot Warsztaty badawcze 1 jest prowadzony w pierwszym semestrze (zimowym), natomiast przedmiot Warsztaty badawcze 2 odbywa się w drugim semestrze (letnim)."
W jakim terminie muszę dostarczyć Pełnomocnikowi ds. Praktyk potwierdzenie odbycia praktyki studenckiej zrealizowanej w jednostce organizacyjnej Wydziału?,Potwierdzenie odbycia praktyki studenckiej należy dostarczyć Pełnomocnikowi ds. Praktyk nie później niż w pierwszym miesiącu semestru następującego po zakończeniu praktyk.
Ile punktów ECTS uzyskuje się za zaliczenie przedmiotu Topologia na trzecim semestrze studiów pierwszego stopnia na kierunku Matematyka?,Za zaliczenie przedmiotu Topologia na trzecim semestrze studiów pierwszego stopnia na kierunku Matematyka uzyskuje się 5 punktów ECTS.
Gdzie i w jakiej formie mogę złożyć podanie o zmianę grupy studenckiej lub zajęciowej?,"Podanie o zmianę grupy studenckiej lub zajęciowej można złożyć w formie elektronicznej w systemie USOSweb, w którym dostępny jest odpowiedni formularz wniosku."
Czy mogę wypożyczyć sprzęt z laboratorium do domu w celu wykonania projektu studenckiego?,"Wypożyczenie sprzętu z laboratorium do domu jest możliwe, jednak dopuszcza się je wyłącznie w uzasadnionych przypadkach. Warunkiem koniecznym jest poręczenie za studenta przez prowadzącego zajęcia. Dodatkowo student zobowiązany jest do podpisania stosownego dokumentu i przejęcia pełnej odpowiedzialności za wypożyczony sprzęt."
Na którym semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych realizowany jest przedmiot Algorytmy i struktury danych 1?,Przedmiot Algorytmy i struktury danych 1 na studiach inżynierskich na kierunku Inżynieria i Analiza Danych jest realizowany na pierwszym semestrze.
Kto musi wyrazić zgodę na zmianę tematu mojej pracy dyplomowej w trakcie jej pisania?,"Zgodę na zmianę tematu pracy dyplomowej w wyjątkowych, uzasadnionych przypadkach wyraża Dziekan na wniosek promotora oraz za zgodą Komisji Programowej. Ponadto nowy temat pracy musi uzyskać akceptację Komisji Programowej."
Do jakich celów mogę wykorzystywać serwer wirtualny udostępniony przez Wydział MiNI?,"Serwery wirtualne udostępniane przez Wydział Matematyki i Nauk Informacyjnych są przeznaczone na cele dydaktyczno-naukowe. Studenci mogą wykorzystywać je do realizowania projektów, zadań oraz prac dyplomowych wymagających dostępu do technologii serwerowej. Dodatkowo serwery te umożliwiają udostępnianie studenckich serwisów będących wynikiem pracy dydaktycznej oraz prac własnych."
W którym pokoju w Gmachu MiNI znajdę dr. inż. Pawła Kotowskiego?,"Nie mam tej informacji w dostępnych zasobach. W materiałach źródłowych znajduje się jedynie informacja, że pan Paweł Kotowski jest pracownikiem dydaktycznym na Wydziale Matematyki i Nauk Informacyjnych Politechniki Warszawskiej, jednak nie określono tam numeru jego pokoju."
Jaki jest maksymalny miesięczny próg dochodowy uprawniający studenta do ubiegania się o stypendium socjalne w roku akademickim 2025/2026?,"Maksymalny miesięczny próg dochodowy uprawniający studenta do ubiegania się o stypendium socjalne w roku akademickim 2025/2026 wynosi 1 908,90 zł netto na osobę w rodzinie."
"Jakie przedmioty muszę mieć zaliczone, aby móc uczęszczać na zajęcia z przedmiotu Gry kombinatoryczne?","Wymaganiami wstępnymi dla przedmiotu Gry kombinatoryczne są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
W jakim terminie muszę dostarczyć Pełnomocnikowi ds. Praktyk potwierdzenie odbycia praktyki wewnętrznej?,Potwierdzenie odbycia praktyki wewnętrznej należy dostarczyć Pełnomocnikowi ds. Praktyk nie później niż w pierwszym miesiącu semestru następującego po zakończeniu praktyk.
"Ile punktów ECTS muszę zdobyć, aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia?","Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, należy zdobyć co najmniej 40 punktów ECTS. Wymóg ten dotyczy wszystkich kierunków studiów pierwszego stopnia i odnosi się do rejestracji po sesji egzaminacyjnej, podczas której wymagane jest uzyskanie wspomnianych 40 punktów ECTS z 60 możliwych do zdobycia na pierwszym roku studiów."
"W jaki sposób mogę uzyskać dostęp do sali 304, aby pracować nad studenckim projektem sprzętowym?","Aby uzyskać dostęp do sali 304 w celu pracy nad studenckim projektem, prowadzący projekt musi wysłać potwierdzenie do mgr inż. Marcina Borkowskiego. Studenci wykonujący projekty mogą otrzymać dostęp do tej sali w czasie, gdy nie odbywają się w niej zajęcia dydaktyczne. Ze względu na bezpieczeństwo dostęp do sprzętu w sali 304 jest ograniczony i sala nie jest wolno dostępna dla studentów, jednak w pozostałym czasie wstęp jest zapewniony dla grup projektowych. W sali 304 wystawione są jedynie joysticki, natomiast pozostałą część wyposażenia można pobrać z laboratorium."
Jakie są zalecane szerokości marginesów przy formatowaniu pracy dyplomowej?,"Zalecane marginesy przy formatowaniu pracy dyplomowej to margines wewnętrzny o szerokości 30 mm, margines zewnętrzny o szerokości 20 mm oraz marginesy górny i dolny o szerokości 25 mm."
Z jakich przedmiotów muszę zdać egzamin na pierwszym semestrze kierunku Matematyka i Analiza Danych (studia I stopnia)?,"Na pierwszym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych jedynym przedmiotem, z którego należy zdać egzamin, jest Analiza wielowymiarowa. Pozostałe przedmioty ujęte w programie tego semestru, do których należą Przedmiot obieralny I, Przedmiot obieralny II oraz Seminarium: Wybrane zagadnienia statystyki 1, kończą się zaliczeniem."
Jaka jest opłata za wydanie duplikatu elektronicznej legitymacji studenckiej?,"Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 33,00 zł lub 25,50 zł, w zależności od stawek obowiązujących w danym okresie."
"Kto musi wyrazić zgodę, jeśli chcę zmienić temat pracy dyplomowej w trakcie jej pisania?","W wyjątkowych, uzasadnionych przypadkach temat pracy dyplomowej może być zmieniony przez Dziekana na wniosek promotora i za zgodą Komisji Programowej. Nowy temat pracy musi uzyskać akceptację Komisji Programowej."
W którym pokoju w Gmachu MiNI znajdę dr. inż. Krzysztofa Kaczmarskiego?,Dr inż. Krzysztof Kaczmarski jest dostępny w pokoju 28 w Gmachu MiNI na Kampusie Głównym PW.
Do jakich celów przeznaczone są wydziałowe serwery wirtualne i czy mogę ich używać w celach komercyjnych?,"Wydziałowe serwery wirtualne są przeznaczone na cele dydaktyczno-naukowe. Umożliwiają one studentom zapoznanie się z technologiami serwerowymi, naukę administracji własnym serwerem, a także realizowanie projektów, zadań i prac dyplomowych wymagających dostępu do technologii serwerowej. Pozwalają również na udostępnianie studenckich serwisów będących wynikiem pracy dydaktycznej oraz prac własnych. Serwery te nie są natomiast przyznawane na cele obliczeniowe. Wykorzystanie serwerów wirtualnych do celów komercyjnych, a także rozrywkowych, jest całkowicie zabronione. Użytkownicy serwerów są zobowiązani do przestrzegania regulaminu oraz przepisów związanych z użytkowaniem sieci Politechniki Warszawskiej."
"Ile punktów ECTS muszę uzyskać, aby móc zarejestrować się na 3 semestr na studiach pierwszego stopnia?","Aby móc zarejestrować się na trzeci semestr na studiach pierwszego stopnia, należy uzyskać co najmniej 40 punktów ECTS. Rejestracja po jesiennej sesji egzaminacyjnej we wrześniu wymaga zgromadzenia co najmniej 40 z 60 możliwych do uzyskania punktów ECTS na pierwszym roku studiów dla wszystkich kierunków."
Jakie powinny być ustawione marginesy na stronach pracy dyplomowej?,Nie posiadam informacji na temat dokładnych wymiarów marginesów na stronach pracy dyplomowej w dostępnych zasobach.
Ile punktów ECTS dostanę za zaliczenie Analizy matematycznej 1 na pierwszym semestrze MAD?,Za zaliczenie przedmiotu Analiza matematyczna 1 na pierwszym semestrze studiów licencjackich na kierunku Matematyka i Analiza Danych (MAD) otrzyma Pan/Pani 10 punktów ECTS.
Ile czasu będę czekać na wyrobienie duplikatu legitymacji studenckiej (ELS)?,Czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej wynosi od 7 do 10 dni roboczych.
Czy mogę samodzielnie wybrać temat pracy dyplomowej z listy i czy potrzebuję na to czyjejś zgody?,"Tak, student ma swobodę wyboru tematu pracy dyplomowej z listy tematów zatwierdzonych przez Komisję Programową. Na podjęcie wybranego tematu pracy dyplomowej konieczne jest jednak uzyskanie zgody osoby, która dany temat zaproponowała."
Czy istnieje możliwość wypożyczenia sprzętu z wydziałowego laboratorium do domu w celu pracy nad projektem studenckim?,"Tak, istnieje możliwość wypożyczenia sprzętu z Laboratorium Wydziałowego do domu, jednak jest to dopuszczalne wyłącznie w uzasadnionych przypadkach. Warunkiem koniecznym do spełnienia jest poręczenie za studenta przez prowadzącego zajęcia. Dodatkowo student musi podpisać stosowny dokument i przyjąć pełną odpowiedzialność za wypożyczony sprzęt."
W jaki sposób powinienem złożyć podanie o urlop zdrowotny?,"Podanie o urlop zdrowotny należy złożyć za pośrednictwem systemu USOSweb, w którym dostępny jest odpowiedni formularz. Urlop ten jest udzielany przez dziekana na podstawie orzeczenia wydanego przez uprawnionego lekarza. Szczegółowy wzór wniosku o udzielenie urlopu zdrowotnego określają wewnętrzne akty prawne Uczelni."
"W jakim języku należy przygotować stronę tytułową, jeśli moja praca dyplomowa jest napisana w języku angielskim?","Jeśli praca dyplomowa jest napisana w języku angielskim, stronę tytułową należy przygotować również w języku angielskim."
W jakie dni i w jakich godzinach czynny jest dziekanat Wydziału MiNI?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych jest czynny w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny."
"Co mam zrobić z wyłączonym telefonem komórkowym podczas egzaminu, jeśli nie wziąłem ze sobą torby ani plecaka?","Zgodnie z regulacjami Wydziału Matematyki i Nauk Informacyjnych wszelkie urządzenia elektroniczne, które nie są niezbędne do przeprowadzenia sprawdzianu lub egzaminu, muszą być wyłączone i odłożone do toreb. W dostępnych materiałach informacyjnych nie określono procedury postępowania w sytuacji, gdy student nie posiada przy sobie torby ani plecaka. W takim przypadku należy przed rozpoczęciem egzaminu zgłosić ten fakt osobie pilnującej lub egzaminatorowi i postępować zgodnie z jego indywidualnymi zaleceniami."
Ile punktów ECTS przysługuje za zaliczenie przedmiotu Analiza matematyczna 1 na pierwszym semestrze studiów licencjackich na kierunku Matematyka i Analiza Danych?,"nych zasobach.'""
    *   It says ""napisz wprost: 'Nie mam tej informacji w dostępnych zasobach.'"" so I should probably use that exact string or very close to it.
    *   Let's use: ""Nie mam tej informacji w dostępnych zasobach.""

4.  **Refining the formatting:**
    *   No markdown"
"Ile punktów ECTS muszę minimalnie zdobyć, aby uzyskać wpis na drugi semestr studiów pierwszego stopnia?","Aby uzyskać wpis na drugi semestr studiów pierwszego stopnia, należy zdobyć co najmniej 16 punktów ECTS. Wymóg ten dotyczy wszystkich kierunków studiów i musi zostać spełniony do końca zimowej lub jesiennej sesji egzaminacyjnej."
Jaki jest maksymalny próg dochodowy uprawniający do otrzymywania stypendium socjalnego w roku akademickim 2025/2026?,"Maksymalny próg dochodowy uprawniający do ubiegania się o stypendium socjalne w roku akademickim 2025/2026 wynosi 1 908,90 zł netto na osobę w rodzinie."
Ile kosztuje wyrobienie duplikatu elektronicznej legitymacji studenckiej (ELS) i ile czasu muszę czekać na nowy dokument?,"Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 33,00 zł lub 25,50 zł. Czas oczekiwania na wydanie nowego dokumentu wynosi od 7 do 10 dni roboczych. W celu otrzymania duplikatu należy złożyć pisemne podanie o wydanie duplikatu legitymacji studenckiej."
Czy podczas kolokwium na Wydziale MiNI mogę korzystać z telefonu komórkowego jako zegarka lub kalkulatora?,"Podczas kolokwiów i egzaminów na Wydziale Matematyki i Nauk Informacyjnych Politechniki Warszawskiej korzystanie z telefonów komórkowych, w tym w charakterze zegarka lub kalkulatora, jest surowo zabronione. Wszystkie urządzenia elektroniczne tego typu muszą być wyłączone i schowane na czas trwania sprawdzianu wiedzy. W celu kontrolowania czasu studenci powinni korzystać z tradycyjnych zegarków, natomiast do wykonywania obliczeń dopuszczalne jest używanie wyłącznie samodzielnych kalkulatorów, o ile prowadzący dany przedmiot wyraźnie na to zezwolił."
Jaka jest aktualna wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów?,Aktualna wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów wynosi 635 zł.
"Jakie przedmioty są wymagane jako wstępne do zapisania się na przedmiot obieralny ""Gry kombinatoryczne""?","Wymaganiami wstępnymi dla przedmiotu obieralnego Gry kombinatoryczne są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
Czy dokument porozumienia dotyczący praktyk studenckich mogę przesłać na wydział w formie skanu?,"Nie mam w dostępnych zasobach informacji o możliwości przesłania porozumienia w formie skanu. Zgodnie z procedurą, student przekazuje Pełnomocnikowi ds. Praktyk trzy podpisane przez pracodawcę oraz studenta egzemplarze porozumienia o organizacji obowiązkowych praktyk studenckich."
W jaki sposób mogę złożyć podanie o wypisanie z przedmiotu obieralnego?,"Podanie o wypisanie z przedmiotu obieralnego można złożyć drogą elektroniczną za pośrednictwem systemu USOSweb, w którym dostępny jest odpowiedni formularz wniosku."
"Ile minimalnie punktów ECTS muszę zebrać, żeby dostać rejestrację na 3 semestr studiów pierwszego stopnia?","Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, należy zdobyć co najmniej 40 punktów ECTS."
"Ile punktów ECTS uzyskam za zaliczenie przedmiotu ""Równania różniczkowe zwyczajne"" na 3 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"Co mam zrobić z wyłączonym telefonem komórkowym podczas sprawdzianu lub egzaminu, jeśli nie mam ze sobą torby lub plecaka?","W sytuacji, gdy student nie posiada torby, w której mógłby umieścić wyłączone urządzenie, powinien on wyłączyć biurko prowadzącego."
Czy wydziałowy serwer wirtualny mogę wykorzystać do celów komercyjnych lub rozrywkowych?,"Nie, wydziałowego serwera wirtualnego nie można wykorzystywać do celów komercyjnych ani rozrywkowych. Zgodnie z obowiązującymi zasadami, takie wykorzystanie serwerów jest zabronione. Serwery wirtualne są przeznaczone wyłącznie na cele dydaktyczno-naukowe."
Jaką funkcję wydziałową pełni dr Paweł Keller i w którym pokoju urzęduje?,"Dr Paweł Keller pełni na Wydziale Matematyki i Nauk Informacyjnych Politechniki Warszawskiej funkcję pracownika dydaktycznego na stanowisku adiunkta oraz jest członkiem Komisji Egzaminu Dyplomowego dla Kierunku Informatyka i Systemy Informacyjne. Nie mam informacji o numerze pokoju, w którym urzęduje, w dostępnych zasobach."
