pytanie|odpowiedz
W jakim języku należy przygotować stronę tytułową, jeśli moja praca dyplomowa jest napisana w języku angielskim?|Zgodnie z wytycznymi Wydziału MiNI, jeśli praca dyplomowa jest napisana w języku angielskim, jej strona tytułowa również powinna być sporządzona w języku angielskim.
W jakie dni i w jakich godzinach czynny jest dziekanat Wydziału MiNI?|Dziekanat jest otwarty w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny.
Co mam zrobić z wyłączonym telefonem komórkowym podczas egzaminu, jeśli nie wziąłem ze sobą torby ani plecaka?|Zgodnie z procedurą przeprowadzania sprawdzianów na Wydziale MiNI, jeśli student nie posiada torby, wyłączone urządzenie należy przekazać na biurko prowadzącego egzamin.
Ile punktów ECTS przysługuje za zaliczenie przedmiotu Analiza matematyczna 1 na pierwszym semestrze studiów licencjackich na kierunku Matematyka i Analiza Danych?|Zgodnie z planem studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych, za zaliczenie przedmiotu Analiza matematyczna 1 na pierwszym semestrze student otrzymuje 10 punktów ECTS.
Ile punktów ECTS muszę minimalnie zdobyć, aby uzyskać wpis na drugi semestr studiów pierwszego stopnia?|Aby uzyskać rejestrację na drugi semestr studiów pierwszego stopnia (niezależnie od kierunku), musisz zgromadzić co najmniej 16 punktów ECTS z 30 możliwych do uzyskania. Do tego limitu nie wlicza się ewentualnych praktyk.
Jaki jest maksymalny próg dochodowy uprawniający do otrzymywania stypendium socjalnego w roku akademickim 2025/2026?|Od 1 października 2025 r. stypendium socjalne może otrzymywać student, którego próg dochodowy na osobę w rodzinie nie przekracza kwoty 1908,90 zł netto.
Ile kosztuje wyrobienie duplikatu elektronicznej legitymacji studenckiej (ELS) i ile czasu muszę czekać na nowy dokument?|Za wydanie duplikatu elektronicznej legitymacji studenckiej pobierana jest opłata w wysokości 33,00 zł. Czas oczekiwania na przygotowanie nowego dokumentu wynosi od 7 do 10 dni roboczych.
Czy podczas kolokwium na Wydziale MiNI mogę korzystać z telefonu komórkowego jako zegarka lub kalkulatora?|Nie, zgodnie z procedurą przeprowadzania sprawdzianów na Wydziale MiNI, żadne urządzenia umożliwiające komunikację nie mogą w żadnym wypadku służyć studentom jako zegarki lub kalkulatory.
Jaka jest aktualna wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów?|W roku akademickim 2025/2026 wysokość stypendium rektora, a także stypendium dla tegorocznych maturzystów, wynosi 635 zł.
"Jakie przedmioty są wymagane jako wstępne do zapisania się na przedmiot obieralny ""Gry kombinatoryczne""?"|"Wymaganiami wstępnymi (przedmiotami poprzedzającymi) dla zajęć ""Gry kombinatoryczne"" są: Matematyka dyskretna, Algebra liniowa z geometrią 1-2 oraz Rachunek prawdopodobieństwa."
Czy dokument porozumienia dotyczący praktyk studenckich mogę przesłać na wydział w formie skanu?|Nie, porozumienie jest jedynym dokumentem, który trzeba koniecznie dostarczyć w formie papierowej (nie może to być skan). Wyjątkiem od tej reguły są jedynie dokumenty opatrzone kwalifikowanym podpisem elektronicznym.
W jaki sposób mogę złożyć podanie o wypisanie z przedmiotu obieralnego?|"Podanie o wypisanie z przedmiotu obieralnego należy złożyć w formie elektronicznej za pośrednictwem systemu USOSweb. Odpowiedni formularz znajdziesz, wchodząc w zakładkę ""Dla studentów"", a następnie wybierając ""Podania ePW""."
Ile minimalnie punktów ECTS muszę zebrać, żeby dostać rejestrację na 3 semestr studiów pierwszego stopnia?|Przy rejestracji na 3 semestr studiów pierwszego stopnia (na wszystkich kierunkach) wymagane jest uzyskanie co najmniej 40 punktów ECTS, z 60 możliwych do zdobycia na pierwszym roku. Do tego limitu nie wlicza się punktów za praktyki.
"Ile punktów ECTS uzyskam za zaliczenie przedmiotu ""Równania różniczkowe zwyczajne"" na 3 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?"|"Zgodnie z planem studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych, za zaliczenie przedmiotu ""Równania różniczkowe zwyczajne"" na 3 semestrze można uzyskać 5 punktów ECTS."
Co mam zrobić z wyłączonym telefonem komórkowym podczas sprawdzianu lub egzaminu, jeśli nie mam ze sobą torby lub plecaka?|Zgodnie z procedurą przeprowadzania sprawdzianów, jeśli nie posiadasz przy sobie torby, wyłączone urządzenie należy przekazać na biurko prowadzącego zajęcia.
Czy wydziałowy serwer wirtualny mogę wykorzystać do celów komercyjnych lub rozrywkowych?|Nie, wydziałowe serwery wirtualne są przeznaczone wyłącznie na cele dydaktyczno-naukowe. Inne ich wykorzystanie, w tym w celach rozrywkowych lub komercyjnych, jest zabronione.
Jaką funkcję wydziałową pełni dr Paweł Keller i w którym pokoju urzęduje?|Dr Paweł Keller pełni funkcję członka Komisji Egzaminu Dyplomowego dla kierunku Informatyka i Systemy Informacyjne, a jego pokój znajduje się w Gmachu MiNI na Kampusie Głównym PW pod numerem 522.
W jaki sposób mogę uzyskać dostęp do sali 304, aby popracować nad studenckim projektem z wykorzystaniem sprzętu laboratoryjnego?|Aby uzyskać dostęp do sali 304 w czasie, gdy nie odbywają się tam zajęcia, Twój prowadzący projekt musi wysłać wiadomość e-mail do mgr. inż. Marcina Borkowskiego. Wiadomość ta musi zawierać potwierdzenie, kto dokładnie ma mieć dostęp do sali oraz do kiedy trwa realizowany projekt.
Czy mogę otrzymać dofinansowanie kosztów dojazdu i zakwaterowania, jeśli odbywam obowiązkowe praktyki poza Warszawą?|Tak, student odbywający praktykę na podstawie porozumienia poza swoim stałym miejscem zamieszkania oraz siedzibą uczelni może ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów. Szczegóły w tej sprawie są ustalane indywidualnie w porozumieniu z Dziekanem.
Ile kosztuje wyrobienie duplikatu elektronicznej legitymacji studenckiej (ELS) i jak długo się na niego czeka?|Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 33,00 zł, natomiast czas oczekiwania na jego wydanie to około 7 do 10 dni roboczych.
"Na jakim kierunku i poziomie studiów jest prowadzony przedmiot ""Siła nauki - granice poznania""?"|Przedmiot ten jest prowadzony na studiach drugiego stopnia (magisterskich) na Wydziale Matematyki i Nauk Informacyjnych.
"Jakie składowe decydują o ocenie końcowej z przedmiotu obieralnego ""Matematyka popularna""?"|"Na ocenę końcową z przedmiotu ""Matematyka popularna"" składa się punktacja za przygotowaną prezentację (do 30 punktów za jej poprawność merytoryczną i sposób przedstawienia) oraz punkty przyznawane za aktywność w trakcie wystąpień innych uczestników (maksymalnie 20 punktów)."
Czy mogę zmienić promotora w trakcie przygotowywania pracy dyplomowej?|Tak, zmiana promotora jest możliwa. Dziekan lub osoba przez niego upoważniona może dokonać takiej zmiany na uzasadniony wniosek studenta. Należy jednak pamiętać, że jeśli temat pracy nie ulega zmianie, konieczne jest uzyskanie pisemnej zgody autora dotychczasowego tematu na jego dalsze wykorzystanie.
Czy istnieje możliwość wypożyczenia sprzętu z wydziałowego laboratorium do domu w celu realizacji projektu studenckiego?|Tak, w uzasadnionych przypadkach wypożyczenie sprzętu do domu jest możliwe, ale traktowane jako ostateczność. Wymaga to poręczenia przez prowadzącego projekt oraz podpisania przez studenta stosownego dokumentu, w którym bierze on odpowiedzialność za powierzony sprzęt.
Na ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić recenzje mojej pracy w systemie APD?|Zgodnie z regulaminem, promotor oraz recenzent mają obowiązek zamieścić recenzje pracy dyplomowej w systemie APD na co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
Ile razy w trakcie roku akademickiego student może otrzymać zapomogę finansową?|Student może otrzymać zapomogę nie częściej niż dwa razy w danym roku akademickim, przy czym nie można otrzymać tego świadczenia dwukrotnie z tytułu tego samego zdarzenia.
Ile punktów ECTS muszę zdobyć na pierwszym roku, aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia?|Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, należy zgromadzić do końca sesji co najmniej 40 punktów ECTS.
W jakich dniach i godzinach mogę osobiście załatwić sprawę w dziekanacie?|Dziekanat jest otwarty dla studentów w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny.
"Jakie są wymagania wstępne (przedmioty poprzedzające), aby móc ubiegać się o realizację przedmiotu obieralnego ""Gry kombinatoryczne""?"|Zgodnie z sylabusem przedmiotu, wymaganiami wstępnymi są: Matematyka dyskretna, Algebra liniowa z geometrią 1-2 oraz Rachunek prawdopodobieństwa.
Czy jako student mogę złożyć wniosek o zmianę promotora w trakcie pisania pracy dyplomowej?|Tak, w czasie wykonywania pracy dyplomowej możliwa jest zmiana promotora na uzasadniony wniosek studenta, o czym decyduje Dziekan lub osoba przez niego upoważniona. Należy pamiętać, że jeśli temat pracy nie ulega zmianie, konieczna jest dodatkowo pisemna zgoda dotychczasowego autora tematu na jego dalsze wykorzystanie.
Do kiedy muszę dostarczyć pełnomocnikowi potwierdzenie odbycia praktyki wewnętrznej na wydziale?|Zgodnie z regulaminem, student musi przedstawić Pełnomocnikowi ds. Praktyk potwierdzenie odbycia praktyki wewnętrznej nie później niż w pierwszym miesiącu semestru następującego po jej zakończeniu.
"Ile punktów ECTS otrzymuje się za zaliczenie przedmiotu ""Analiza matematyczna 1"" na pierwszym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?"|"Zgodnie z planem studiów za zaliczenie przedmiotu ""Analiza matematyczna 1"" na pierwszym semestrze kierunku Matematyka i Analiza Danych student otrzymuje 10 punktów ECTS."
W jakiej formie i gdzie muszę złożyć podanie o urlop zdrowotny?|"Podanie o urlop zdrowotny należy składać w formie elektronicznej przez system USOSweb. Aby to zrobić, należy wejść w zakładkę ""Dla studentów"", a następnie wybrać ""Podania ePW""."
Pod jakim numerem telefonu mogę skontaktować się z Całodobowym Centrum Kierowania Straży Akademickiej PW w przypadku nagłego zdarzenia?|Z Całodobowym Centrum Kierowania Straży Akademickiej PW można skontaktować się pod całodobowym numerem telefonu 22 234 66 66.
Ile czasu zajmuje wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) w dziekanacie?|Czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) wynosi około 7 do 10 dni roboczych.
"Ile punktów ECTS otrzymuje się za przedmiot ""Topologia"" na trzecim semestrze kierunku Matematyka?"|"Zgodnie z planem studiów pierwszego stopnia, za zaliczenie przedmiotu ""Topologia"" na trzecim semestrze kierunku Matematyka otrzymuje się 5 punktów ECTS."
Czy mogę ubiegać się o dofinansowanie kosztów zakwaterowania, jeśli moje praktyki studenckie odbywają się poza Warszawą?|Tak, student odbywający praktykę studencką na podstawie porozumienia poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych kosztów zakwaterowania oraz dojazdów. Szczegóły takich dofinansowań są ustalane indywidualnie w porozumieniu z Dziekanem.
Pod jaki numer telefonu powinienem zadzwonić do dziekanatu, jeśli mam sprawę związaną z systemem USOS lub rekrutacją?|W sprawach dotyczących systemu USOS oraz rekrutacji należy kontaktować się z dziekanatem pod numerem telefonu 22 234-59-24. Pracownicy zajmujący się tymi kwestiami urzędują w pokoju nr 27.
Jaki jest maksymalny miesięczny dochód netto na jednego członka rodziny uprawniający do ubiegania się o stypendium socjalne?|Zgodnie z poradnikiem na rok akademicki 2025/2026, aby móc otrzymywać stypendium socjalne, miesięczny dochód przypadający na jednego członka w rodzinie studenta nie może przekraczać kwoty 1908,90 zł netto.
Ile minimalnie punktów ECTS muszę zdobyć na pierwszym roku studiów I stopnia, aby uzyskać rejestrację na trzeci semestr?|Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, należy zdobyć do końca jesiennej sesji egzaminacyjnej co najmniej 40 punktów ECTS.
W jakie dni tygodnia i w jakich godzinach mogę przyjść do dziekanatu, żeby osobiście załatwić swoją sprawę?|Dziekanat jest otwarty w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny.
Czy podczas sprawdzianu lub egzaminu mogę używać urządzenia z funkcją komunikacji w charakterze zegarka bądź kalkulatora?|"Nie, zgodnie z wydziałową procedurą przeprowadzania sprawdzianów żadne urządzenia umożliwiające komunikację nie mogą w żadnym wypadku służyć studentom jako zegarki lub kalkulatory
."
Czy na wydziałowym serwerze wirtualnym mogę uruchomić własny serwer do gry online, by grać ze znajomymi?|Nie, zgodnie z regulaminem korzystania z serwerów wirtualnych są one przeznaczone wyłącznie na cele dydaktyczno-naukowe. Inne ich wykorzystanie, w tym w celach rozrywkowych lub komercyjnych, jest zabronione.
Czy mogę wypożyczyć sprzęt z wydziałowego laboratorium do domu, aby pracować nad swoim projektem?|Tak, wypożyczenie sprzętu laboratoryjnego do domu jest dopuszczalne jako ostateczność w uzasadnionych przypadkach. Wymaga to jednak poręczenia przez prowadzącego, podpisania stosownego dokumentu oraz wzięcia przez studenta pełnej odpowiedzialności za powierzony sprzęt.
Czy przed obroną muszę złożyć wydrukowany egzemplarz pracy dyplomowej w dziekanacie?|Nie, w dziekanacie nie składa się wydrukowanego egzemplarza pracy dyplomowej. Należy jednak zapytać promotora oraz recenzenta, czy życzą sobie otrzymać wydrukowaną pracę i ewentualnie dostarczyć taki egzemplarz bezpośrednio im.
W jaki sposób mogę przepisać praktyki zrealizowane na studiach I stopnia na Wydziale MiNI?|Aby przepisać praktyki zrealizowane na studiach pierwszego stopnia, należy złożyć odpowiednie podanie, którego wzór znajduje się na stronie internetowej wydziału. Niezbędne do niego dane uzupełnia się na podstawie informacji zamieszczonych w suplemencie do dyplomu.
Kto odpowiada za zatwierdzanie tematów prac dyplomowych na kierunku Inżynieria i Analiza Danych?|Tematy prac dyplomowych na tym kierunku zatwierdza Komisja Programowa kierunku Inżynieria i Analiza Danych Rady Wydziału MiNI.
Ile punktów ECTS potrzebuję, aby uzyskać rejestrację na trzeci rok studiów pierwszego stopnia?|Przy rejestracji na trzeci rok studiów pierwszego stopnia wymagane jest zdobycie co najmniej 105 punktów ECTS oraz zaliczenie wszystkich przedmiotów z pierwszego roku.
Ile kosztuje wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) i jak długo trzeba na niego czekać?|Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 33,00 zł. Czas oczekiwania na wydanie nowego dokumentu to około 7 do 10 dni roboczych.
Jakie są zainteresowania naukowe mgra inż. Szymona Tura?|Zainteresowania naukowe mgra inż. Szymona Tura obejmują MES (Metodę Elementów Skończonych), symulacje ciał odkształcalnych oraz teorię grafów i algorytmów.
Do jakich celów mogę wykorzystywać serwer wirtualny udostępniony mi przez wydział?|Zgodnie z regulaminem, serwery wirtualne udostępniane na Wydziale MiNI są przeznaczone wyłącznie na cele dydaktyczno-naukowe. Wykorzystywanie ich do celów innych, takich jak rozrywkowe czy komercyjne, jest surowo zabronione.
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych realizowany jest przedmiot ""Metody optymalizacji""?"|"Zgodnie z planem studiów, przedmiot ""Metody optymalizacji"" jest realizowany w 5 semestrze."
Ile wynosi próg dochodowy pozwalający na ubieganie się o stypendium socjalne w roku akademickim 2025/2026?|Stypendium socjalne w roku akademickim 2025/2026 może otrzymać student, jeżeli miesięczny dochód przypadający na jednego członka w jego rodzinie nie przekracza kwoty 1908,90 zł netto.
"Na jakiej podstawie wystawiana jest ocena z przedmiotu obieralnego ""Matematyka popularna""?"|"Ocena z przedmiotu ""Matematyka popularna"" wystawiana jest na podstawie przygotowanej prezentacji, gdzie oceniana jest jej poprawność merytoryczna i sposób przedstawienia (maksymalnie 30 punktów), a także na podstawie aktywności uczestnika w czasie wystąpień innych studentów (maksymalnie 20 punktów)."
"Ile minimum punktów muszę zdobyć, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?"|"Na zaliczenie przedmiotu ""Systemy wspomagania decyzji"" konieczne jest uzyskanie minimum 51 punktów ze 100 możliwych do zdobycia."
Ile minimum punktów ECTS należy uzyskać, aby móc zarejestrować się na 3 semestr studiów drugiego stopnia?|Warunkiem rejestracji na 3 semestr studiów drugiego stopnia (na wszystkich kierunkach i specjalnościach) jest uzyskanie do końca zimowej lub jesiennej sesji egzaminacyjnej co najmniej 48 punktów ECTS z 60 możliwych.
Kiedy stypendia wpływają na konta studentów?|Stypendia są wypłacane po 5. dniu każdego miesiąca.
Jakie funkcje uczelniane pełni dr inż. Krzysztof Kaczmarski?|Dr inż. Krzysztof Kaczmarski pełni funkcje członka Uczelnianej Rady ds. Jakości Kształcenia oraz członka Senackiej Komisji ds. Kształcenia.
W jakim pokoju w dziekanacie załatwiane są sprawy związane z systemem USOS oraz rekrutacją?|Sprawy związane z systemem USOS oraz rekrutacją można załatwić w dziekanacie w pokoju 27.
Ile punktów ECTS przypisano do przedmiotu Gry kombinatoryczne?|Do przedmiotu Gry kombinatoryczne przypisano 4 punkty ECTS.
Za pośrednictwem jakiego systemu należy składać wnioski o stypendium Ministra za znaczące osiągnięcia dla studentów?|Wnioski o stypendium Ministra składa się w formie elektronicznej za pośrednictwem systemu ZSUN/OSF. Osoby chętne do złożenia wniosku powinny skontaktować się w celu założenia konta w systemie.
Kto udostępnia studentom treść ankiety skierowanej do pracodawców w celu oceny odbytych praktyk?|Treść ankiety skierowanej do pracodawców udostępnia studentom Pełnomocnik ds. Praktyk.
Co grozi studentowi w przypadku stwierdzenia niesamodzielności pracy podczas sprawdzianu lub egzaminu?|Zgodnie z regulaminem, jeśli podczas weryfikacji osiągnięć studenta zostanie stwierdzona jego niesamodzielność lub korzystanie z niedozwolonych urządzeń i materiałów, student uzyskuje ocenę niedostateczną i traci prawo do zaliczenia tego przedmiotu w jego bieżącej realizacji.
Kto jest koordynatorem przedmiotu Reprezentacja wiedzy i wnioskowanie?|Koordynatorem przedmiotu Reprezentacja wiedzy i wnioskowanie jest dr Anna Maria Radzikowska.
Ile punktów ECTS przypisano do przedmiotu Algebra i jej zastosowania na 4 semestrze studiów pierwszego stopnia na kierunku Matematyka?|Przedmiotowi Algebra i jej zastosowania przypisano 5 punktów ECTS.
W ramach jakiego przedmiotu zespół rozpoczyna realizację pracy dyplomowej inżynierskiej?|Zespół rozpoczyna realizację pracy dyplomowej inżynierskiej w ramach zajęć z przedmiotu projekt zespołowy, który jest prowadzony w pierwszej połowie ostatniego semestru studiów I stopnia.
Do kogo pracownik wydziału składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych?|Pracownik składa wniosek o wyrażenie zgody na odbycie praktyk wewnętrznych do Prodziekana ds. Studenckich.
Za co przyznawane są punkty przy zaliczaniu przedmiotu Matematyka popularna?|Punkty przyznawane są za wygłaszaną prezentację, jej poprawność merytoryczną i sposób przedstawienia (maksymalnie 30 punktów), a także za aktywność uczestnika podczas wystąpień innych studentów (maksymalnie 20 punktów).
Jakie jest minimum punktowe wymagane do zaliczenia przedmiotu Systemy wspomagania decyzji?|Aby zaliczyć przedmiot Systemy wspomagania decyzji, konieczne jest uzyskanie minimum 51 punktów na 100 możliwych do zdobycia.
W jakim pokoju mogę znaleźć dr hab. inż. Agnieszkę Jastrzębską?|Dr hab. inż. Agnieszka Jastrzębska urzęduje w Gmachu MiNI w pokoju 450.
Co muszę zrobić z torbą i wyłączonym telefonem komórkowym na czas trwania kolokwium?|Wyłączone urządzenia elektroniczne należy schować do torby, a torbę odłożyć pod ścianą sali z dala od studentów. Jeśli nie posiadasz torby, wyłączone urządzenie musisz przekazać na biurko prowadzącego zajęcia.
Na jakim sprzęcie przeprowadzany jest projekt w ramach przedmiotu Procesory graficzne w zastosowaniach obliczeniowych?|Projekt przeprowadzany jest na dedykowanym sprzęcie udostępnionym na Wydziale.
W których pokojach w Gmachu MiNI mogę osobiście znaleźć doktora inżyniera Krzysztofa Kaczmarskiego?|Doktor inżynier Krzysztof Kaczmarski urzęduje w Gmachu MiNI w pokojach numer 28 oraz 515.
W którym semestrze rozpocznę realizację inżynierskiej pracy dyplomowej w ramach przedmiotu projekt zespołowy?|Realizację pracy dyplomowej inżynierskiej w ramach przedmiotu projekt zespołowy zespół rozpoczyna w pierwszej połowie ostatniego semestru studiów pierwszego stopnia.
Jaki jest maksymalny próg dochodowy na osobę w rodzinie, aby otrzymać stypendium socjalne w roku akademickim 2025/2026?|Aby móc otrzymywać stypendium socjalne, próg dochodowy na osobę w rodzinie studenta nie może przekraczać kwoty 1908,90 zł netto (zgodnie ze stanem od 1 października 2025 r.).
W jakich godzinach i w jakie dni tygodnia otwarty jest dziekanat na Wydziale MiNI?|Dziekanat jest otwarty w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny.
Czy mogę ubiegać się o dofinansowanie kosztów dojazdu i zakwaterowania w związku z realizacją obowiązkowych praktyk studenckich?|Tak, jeśli odbywasz praktykę poza swoim stałym miejscem zamieszkania oraz poza siedzibą uczelni, możesz ubiegać się o dofinansowanie należycie udokumentowanych kosztów zakwaterowania i dojazdów. Zasady przyznawania tego dofinansowania ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Ile minimum punktów ECTS muszę uzyskać na pierwszym roku studiów pierwszego stopnia, aby otrzymać rejestrację na 3. semestr?|Aby zarejestrować się na 3. semestr na studiach pierwszego stopnia, musisz uzyskać do końca zimowej lub jesiennej sesji egzaminacyjnej co najmniej 40 punktów ECTS (nie wliczając w to praktyk) z 60 punktów możliwych do zdobycia na pierwszym roku studiów.
Za co i ile punktów mogę uzyskać, aby zaliczyć przedmiot obieralny Matematyka popularna?|Z przedmiotu Matematyka popularna oceniana jest własna prezentacja (jej poprawność merytoryczna oraz sposób przedstawienia), za co można uzyskać maksymalnie 30 punktów. Dodatkowo punktowana jest aktywność uczestnika w czasie wystąpień kolegów, za co można zdobyć do 20 punktów.
"Do kogo skierowany jest program indywidualnych studiów ""Studia id"" oferowany przez uczelnię?"|"Program ""Studia id"" jest skierowany do laureatów i finalistów olimpiad przedmiotowych (matematycznej, fizycznej, chemicznej, informatycznej i astronomicznej) oraz do studentów osiągających najlepsze wyniki po zakończeniu studiów I stopnia."
W jakim języku programowania i przy użyciu jakich pakietów realizowane jest laboratorium z przedmiotu obieralnego Wybrane zagadnienia uczenia głębokiego?|Laboratorium z tego przedmiotu realizowane jest w języku Python z wykorzystaniem pakietów Tensorflow 2, Keras oraz PyMC3.
Jakie przedmioty mogą znajdować się na stole studenta podczas pisania sprawdzianu lub egzaminu?|"Na stole mogą leżeć wyłącznie przedmioty niezbędne do pisania sprawdzianu lub egzaminu (np. długopis, czyste kartki papieru) oraz dokument tożsamości, taki jak legitymacja studencka lub dowód osobisty
. Wszelkie inne urządzenia muszą zostać wyłączone i schowane do toreb, które należy odłożyć pod ścianą sali, z dala od piszących
."
Czy porozumienie o organizację praktyk studenckich muszę dostarczyć do dziekanatu w formie papierowej?|Tak, porozumienie jest jedynym dokumentem dotyczącym praktyk, który trzeba koniecznie dostarczyć w oryginalnej formie papierowej (nie może to być skan). Wyjątkiem są jedynie sytuacje, w których dokumenty zostały podpisane kwalifikowanym podpisem elektronicznym.
Ile razy w trakcie jednego roku akademickiego mogę otrzymać zapomogę z powodu trudnej sytuacji życiowej?|Student może otrzymać zapomogę nie częściej niż dwa razy w roku akademickim, przy czym nie można otrzymać tego świadczenia dwukrotnie z tytułu tego samego zdarzenia.
Ile czasu będę czekać na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?|"Czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej wynosi około od 7 do 10 dni roboczych
."
Jakie przedmioty są wymagane jako poprzedzające, aby wziąć udział w zajęciach z przedmiotu Gry kombinatoryczne?|Wymaganiami wstępnymi (przedmiotami poprzedzającymi) dla przedmiotu Gry kombinatoryczne są: Matematyka dyskretna, Algebra liniowa z geometrią 1-2 oraz Rachunek prawdopodobieństwa.
"Jaką minimalną średnią ważoną ocen muszę uzyskać na pierwszym roku studiów, aby móc zgłosić się do projektu ""Szkoła Orłów na PW""?"|"Aby móc ubiegać się o udział w projekcie ""Szkoła Orłów na PW"", musisz uzyskać na pierwszym roku studiów pierwszego stopnia średnią ważoną ocen wynoszącą co najmniej 4,2
."
W jaki sposób należy składać podanie o przesunięcie terminu złożenia pracy dyplomowej o 3 miesiące?|"Podanie o przesunięcie terminu złożenia pracy dyplomowej o 3 miesiące należy złożyć w formie elektronicznej za pośrednictwem systemu USOSweb, wchodząc w zakładkę ""Dla studentów"", a następnie wybierając ""Podania ePW""."
Ile minimalnie punktów muszę zdobyć, aby zaliczyć przedmiot Systemy wspomagania decyzji?|Aby zaliczyć przedmiot Systemy wspomagania decyzji, konieczne jest uzyskanie minimum 51 punktów ze 100 możliwych do zdobycia.
Czy mogę zrealizować studenckie praktyki zawodowe bezpośrednio na Wydziale MiNI?|Tak, istnieje możliwość odbywania tzw. praktyk wewnętrznych na Wydziale pod opieką nauczyciela akademickiego. Aby to było możliwe, pracownik musi złożyć do Prodziekana ds. Studenckich wniosek o wyrażenie zgody. W ramach takich praktyk można m.in. pomagać w realizacji zadań dydaktycznych lub zaangażować się w pracę naukową.
W jakim zakładzie pracuje dr inż. Magdalena Jasionowska-Skop i jakie są jej główne zainteresowania naukowe?|Dr inż. Magdalena Jasionowska-Skop pracuje w Zakładzie Projektowania Systemów CAD/CAM i Komputerowego Wspomagania Medycyny. Jej zainteresowania naukowe to m.in. detekcja anomalii w sygnałach i na obrazach, informatyka medyczna, komputerowe wspomaganie decyzji oraz przetwarzanie, analiza i rozumienie obrazów.
Czy jeśli piszę pracę dyplomową w języku angielskim, to jej strona tytułowa również musi być w tym języku?|Tak, jeśli praca dyplomowa jest napisana w języku angielskim, to jej strona tytułowa również powinna być sporządzona w języku angielskim.
Ile punktów ECTS uzyskam za zaliczenie przedmiotu Procesy stochastyczne na 5. semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?|Za zaliczenie przedmiotu Procesy stochastyczne na piątym semestrze kierunku Matematyka i Analiza Danych (studia I stopnia) uzyskasz 5 punktów ECTS.
Jaka jest nagroda finansowa za zajęcie 1. miejsca w Ogólnopolskim konkursie na najlepszą pracę magisterską dotyczącą uczenia maszynowego lub analizy danych?|Za zajęcie pierwszego miejsca w tym konkursie przewidziana jest nagroda w wysokości 4 000 zł.
Na którym semestrze studiów pierwszego stopnia na kierunku Inżynieria i Analiza Danych (IAD) realizowany jest przedmiot Bazy danych?|Zgodnie z planem studiów, przedmiot Bazy danych realizowany jest na 4. semestrze.
"Kto jest koordynatorem przedmiotu ""Między Bachem a Banachem: matematyczne struktury w muzyce i sztuce""?"|Koordynatorem tego przedmiotu jest Jarosław Grytczuk.
Jakie funkcje uczelniane na uczelni pełni dr inż. Krzysztof Kaczmarski?|Dr inż. Krzysztof Kaczmarski jest członkiem Uczelnianej Rady ds. Jakości Kształcenia oraz członkiem Senackiej Komisji ds. Kształcenia.
Ile minimalnie punktów ECTS muszę zdobyć na pierwszym roku studiów pierwszego stopnia, aby uzyskać rejestrację na 3. semestr?|Aby uzyskać rejestrację na 3. semestr studiów pierwszego stopnia, musisz zdobyć co najmniej 40 punktów ECTS do końca sesji egzaminacyjnej, nie wliczając w to praktyk.
Ile punktów ECTS mogę zdobyć za zaliczenie przedmiotu obieralnego Matematyka popularna?|Za zaliczenie przedmiotu Matematyka popularna student uzyskuje 2 punkty ECTS.
Do kiedy i za pośrednictwem jakiego systemu należy składać wnioski o stypendium Ministra za znaczące osiągnięcia na rok akademicki 2025/2026?|Termin składania wniosków mija 15 października 2025 roku, a dokumenty te należy złożyć elektronicznie za pośrednictwem systemu ZSUN/OSF.
