pytanie,odpowiedz_wygenerowana
Jaka jest opłata za wydanie duplikatu elektronicznej legitymacji studenckiej?,"Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 25,50 zł."
"Kto musi wyrazić zgodę, jeśli chcę zmienić temat pracy dyplomowej w trakcie jej pisania?",Zmieniony temat pracy dyplomowej musi zostać zatwierdzony przez Dziekana (lub osobę przez niego upoważnioną) na wniosek promotora oraz uzyskać akceptację Komisji Programowej.
W którym pokoju w Gmachu MiNI znajdę dr. inż. Krzysztofa Kaczmarskiego?,Dr inż. Krzysztof Kaczmarski ma pokój 28 w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej.
Do jakich celów przeznaczone są wydziałowe serwery wirtualne i czy mogę ich używać w celach komercyjnych?,"Wydziałowe serwery wirtualne są przeznaczone wyłącznie do celów dydaktyczno‑naukowych, w tym do zapoznania się z technologiami serwerowymi, nauki administracji, udostępniania studenckich serwisów wynikających z prac dydaktycznych, realizacji projektów, zadań i prac dyplomowych wymagających technologii serwerowej oraz do badań i eksperymentów naukowych. Wykorzystanie ich do celów rozrywkowych lub komercyjnych jest zabronione."
"Ile punktów ECTS muszę uzyskać, aby móc zarejestrować się na 3 semestr na studiach pierwszego stopnia?","Aby móc zarejestrować się na III semestr studiów pierwszego stopnia, musisz uzyskać co najmniej 40 ECTS."
Jakie powinny być ustawione marginesy na stronach pracy dyplomowej?,"Marginesy w pracy dyplomowej powinny wynosić:  

‑ lewy i górny margines – 2,5 cm,  
‑ prawy i dolny margines – 2,0 cm."
Ile punktów ECTS dostanę za zaliczenie Analizy matematycznej 1 na pierwszym semestrze MAD?,Nie mam tej informacji w dostępnych zasobach.
Ile czasu będę czekać na wyrobienie duplikatu legitymacji studenckiej (ELS)?,Czas oczekiwania na wyrobienie duplikatu elektronicznej legitymacji studenckiej wynosi od 7 do 10 dni roboczych.
Czy mogę samodzielnie wybrać temat pracy dyplomowej z listy i czy potrzebuję na to czyjejś zgody?,"Tak, możesz samodzielnie zaproponować temat pracy dyplomowej, pod warunkiem że będzie on zgodny z Twoimi zainteresowaniami naukowymi i zawodowymi. Każdy temat, niezależnie od tego, czy pochodzi z listy zatwierdzonej przez Komisję Programową, czy jest Twoją własną inicjatywą, wymaga pisemnej zgody osoby, która go zaproponowała (autora tematu). Zgoda ta jest niezbędna do formalnego przyjęcia tematu i dalszego procesu rejestracji pracy dyplomowej."
Czy istnieje możliwość wypożyczenia sprzętu z wydziałowego laboratorium do domu w celu pracy nad projektem studenckim?,"Tak, wypożyczenie sprzętu z laboratorium do domu jest możliwe, pod warunkiem że prowadzący zajęcia (np. dr inż. Janusz Rafalko lub dr inż. Agnieszka Jastrzębska) udzieli poręczenia za studenta i student podpisze odpowiedni dokument przyjmujący odpowiedzialność za wypożyczony sprzęt. W uzasadnionych przypadkach, po spełnieniu tych formalności, sprzęt może zostać zabrany do domu w celu pracy nad projektem studenckim."
W jaki sposób powinienem złożyć podanie o urlop zdrowotny?,"Podanie o urlop zdrowotny należy złożyć w następujących krokach:

1. Zaloguj się do systemu USOSweb przy użyciu swojego loginu i hasła.
2. W menu „Usługi studenckie” wybierz pozycję „Podania”.
3. Wśród dostępnych formularzy znajdź „Podanie o urlop zdrowotny” i kliknij „Wypełnij”.
4. W formularzu podaj:
   – dane osobowe (imię, nazwisko, numer albumu, kierunek, rok studiów),
   – okres, na który ubiegasz się o urlop,
   – numer i datę orzeczenia uprawnionego lekarza,
   – ewentualne dodatkowe informacje wymagane przez wydział (np. numer telefonu kontaktowego).
5. Dołącz zeskanowane orzeczenie lekarskie jako załącznik w formacie PDF.
6. Po wypełnieniu wszystkich pól kliknij „Zapisz” i następnie „Wyślij podanie”.
7. System wyświetli potwierdzenie przyjęcia podania oraz numer referencyjny. Zachowaj ten numer – będzie potrzebny w korespondencji z dziekanatem.
8. Dziekanat rozpatrzy podanie i, w oparciu o przedstawione orzeczenie, wyda decyzję o przyznaniu urlopu zdrowotnego. Decyzję otrzymasz w USOSweb (zakładka „Wiadomości”) lub drogą elektroniczną na podany adres e‑mail."
"W jakim języku należy przygotować stronę tytułową, jeśli moja praca dyplomowa jest napisana w języku angielskim?",Strona tytułowa pracy dyplomowej napisanego w języku angielskim powinna być również przygotowana w języku angielskim.
W jakie dni i w jakich godzinach czynny jest dziekanat Wydziału MiNI?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych jest czynny w poniedziałki, wtorki, czwartki i piątki w godzinach 11:00–14:00. Znajduje się w Gmachu MiNI, pokój 32, na Kampusie Głównym PW. Kontakt e‑mail: dziekanat@mini.pw.edu.pl."
"Co mam zrobić z wyłączonym telefonem komórkowym podczas egzaminu, jeśli nie wziąłem ze sobą torby ani plecaka?","Telefon należy wyłączyć i odłożyć na biurko prowadzącego, aby nie znajdował się w zasięgu ręki. Jeśli nie ma torby ani plecaka, nie należy go ukrywać ani pozostawiać w innym miejscu – powinien pozostać wyłączony i leżeć na biurku pod nadzorem prowadzącego przez cały czas trwania egzaminu. Po zakończeniu egzaminu można go ponownie włączyć i zabrać."
Ile punktów ECTS przysługuje za zaliczenie przedmiotu Analiza matematyczna 1 na pierwszym semestrze studiów licencjackich na kierunku Matematyka i Analiza Danych?,Nie mam tej informacji w dostępnych zasobach.
"Ile punktów ECTS muszę minimalnie zdobyć, aby uzyskać wpis na drugi semestr studiów pierwszego stopnia?","Aby uzyskać wpis na drugi semestr studiów pierwszego stopnia, musisz zdobyć co najmniej 16 ECTS."
Jaki jest maksymalny próg dochodowy uprawniający do otrzymywania stypendium socjalnego w roku akademickim 2025/2026?,"Maksymalny próg dochodowy uprawniający do otrzymywania stypendium socjalnego w roku akademickim 2025/2026 wynosi 1 908,90 zł na osobę w rodzinie."
Ile kosztuje wyrobienie duplikatu elektronicznej legitymacji studenckiej (ELS) i ile czasu muszę czekać na nowy dokument?,"Duplikat elektronicznej legitymacji studenckiej (ELS) kosztuje 33,00 zł, a czas oczekiwania na jego wydanie wynosi od 7 do 10 dni roboczych."
Czy podczas kolokwium na Wydziale MiNI mogę korzystać z telefonu komórkowego jako zegarka lub kalkulatora?,"Nie, podczas kolokwium na Wydziale Matematyki i Nauk Informacyjnych nie wolno używać telefonu komórkowego jako zegarka ani kalkulatora. Urządzenia elektroniczne, które nie zostały wyraźnie zatwierdzone przez prowadzącego, są zabronione i mogą być odebrane. W razie wątpliwości proszę zapytać prowadzącego przed rozpoczęciem kolokwium."
Jaka jest aktualna wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów?,Aktualna wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów wynosi 635 zł.
"Jakie przedmioty są wymagane jako wstępne do zapisania się na przedmiot obieralny ""Gry kombinatoryczne""?","Wymagane przedmioty wstępne do zapisania się na przedmiot obieralny „Gry kombinatoryczne” to:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa (elementy probabilistyki)  
- Analiza matematyczna 1 oraz Analiza matematyczna 2  
- Programowanie obiektowe  
- Procesory graficzne w zastosowaniach obliczeniowych  
- Programowanie C/C++  
- Algorytmy i struktury danych  
- Metody numeryczne"
Czy dokument porozumienia dotyczący praktyk studenckich mogę przesłać na wydział w formie skanu?,"Nie. Porozumienie o organizacji obowiązkowych praktyk studenckich musi być dostarczone w trzech oryginalnych egzemplarzach, każdy podpisany przez pracodawcę oraz studenta. Skan takiego dokumentu nie spełnia wymogu formalnego przekazania podpisanych egzemplarzy. Jeśli potrzebujesz dodatkowych informacji, dokumenty i szczegółowe wytyczne są dostępne pod adresem https://ww2.mini.pw.edu.pl/student‑internship/."
W jaki sposób mogę złożyć podanie o wypisanie z przedmiotu obieralnego?,"Podanie o wypisanie z przedmiotu obieralnego składa się w systemie USOSweb. Należy zalogować się na swoje konto USOS, przejść do zakładki „Rejestracja” lub „Moje przedmioty”, wybrać przedmiot, z którego chce się wypisać, i w sekcji „Operacje na przedmiocie” wybrać opcję „Wypisz się”. Następnie w formularzu podać przyczynę wypisania (np. zmiana planu studiów) i zatwierdzić podanie. Po zatwierdzeniu wniosku system wyśle potwierdzenie na adres e‑mail oraz zaktualizuje listę zapisanych przedmiotów. W razie problemów można skontaktować się z dziekanatem lub administratorem USOSweb."
"Ile minimalnie punktów ECTS muszę zebrać, żeby dostać rejestrację na 3 semestr studiów pierwszego stopnia?",Minimalna liczba punktów ECTS wymagana do rejestracji na semestr 3 studiów pierwszego stopnia wynosi 40 ECTS.
"Ile punktów ECTS uzyskam za zaliczenie przedmiotu ""Równania różniczkowe zwyczajne"" na 3 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?",Nie mam tej informacji w dostępnych zasobach.
"Co mam zrobić z wyłączonym telefonem komórkowym podczas sprawdzianu lub egzaminu, jeśli nie mam ze sobą torby lub plecaka?","Jeśli nie masz torby ani plecaka, wyłącz telefon komórkowy i pozostaw go wyłączony na biurku prowadzącego. Wszystkie niepotrzebne urządzenia muszą być wyłączone i odłożone, a w sytuacji braku własnego miejsca do ich przechowania jedyną dopuszczalną opcją jest umieszczenie wyłączonego telefonu na biurku wykładowcy."
Czy wydziałowy serwer wirtualny mogę wykorzystać do celów komercyjnych lub rozrywkowych?,"Nie. Serwery wirtualne udostępniane przez Wydział MiNI przeznaczone są wyłącznie do celów dydaktyczno‑naukowych, w tym realizacji projektów, zadań i prac dyplomowych. Wykorzystanie ich do celów rozrywkowych lub komercyjnych jest zabronione."
Jaką funkcję wydziałową pełni dr Paweł Keller i w którym pokoju urzęduje?,"Dr Paweł Keller jest pracownikiem dydaktycznym Wydziału MiNI oraz członkiem Komisji Egzaminu Dyplomowego dla kierunku Informatyka i Systemy Informacyjne. Informacji o pokoju, w którym urzęduje, w dostępnych źródłach nie ma. Nie mam tej informacji w dostępnych zasobach."
"W jaki sposób mogę uzyskać dostęp do sali 304, aby popracować nad studenckim projektem z wykorzystaniem sprzętu laboratoryjnego?","Aby uzyskać dostęp do sali 304 w celu pracy nad studenckim projektem, należy wykonać następujące kroki:

1. Sprawdź, czy w wybranym terminie nie odbywają się zajęcia w sali 304 (np. projekt badawczy – obliczenia HPC w poniedziałki 11:15‑14:00, projekty w piątki 08:15‑09:00 itp.). W czasie, gdy sala jest wolna, wstęp jest zapewniony dla grup projektowych.

2. Przygotuj krótkie potwierdzenie (np. e‑mail lub formularz), w którym podajesz:
   - imię i nazwisko,
   - numer indeksu,
   - nazwę i kod przedmiotu lub projektu,
   - planowany termin i godzinę korzystania z sali,
   - opis potrzebnego sprzętu laboratoryjnego.

3. Wyślij potwierdzenie do mgr inż. Marcina Borkowskiego, który jest osobą upoważnioną do przyznawania dostępu do sali 304.

4. Po otrzymaniu akceptacji od mgr Borkowskiego zgłoś się do laboratorium (lub do administracji budynku 1120‑MIN/MiNI) w celu otwarcia sali i uzyskania klucza lub kodu dostępu. Warto pamiętać, że dostęp do niektórych elementów wyposażenia (np. joysticków) jest ograniczony ze względu na bezpieczeństwo; pozostały sprzęt można pobrać z laboratorium.

5. Przestrzegaj zasad bezpieczeństwa obowiązujących w sali 304 oraz regulaminu korzystania z laboratoriów, dostępnego na stronie internetowej laboratorium. 

Po spełnieniu powyższych wymogów będziesz mógł korzystać z sali 304 i jej wyposażenia w wyznaczonym czasie."
"Czy mogę otrzymać dofinansowanie kosztów dojazdu i zakwaterowania, jeśli odbywam obowiązkowe praktyki poza Warszawą?","Tak, możesz ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów, pod warunkiem że praktyka odbywa się poza Twoim stałym miejscem zamieszkania oraz poza siedzibą uczelni. Wniosek musi zawierać należycie udokumentowane wydatki. Dofinansowanie nie może przekroczyć stawek określonych w przepisach o podróżach służbowych pracowników jednostek sfery budżetowej poza granicami kraju, chyba że w uzasadnionych przypadkach, za zgodą dysponenta środków, zostanie przyznane wyższe wsparcie. W przypadku wyjazdów zagranicznych dodatkowo wymagana jest akceptacja prorektora ds. studenckich oraz spełnienie wymogów określonych w odpowiednim zarządzeniu."
Ile kosztuje wyrobienie duplikatu elektronicznej legitymacji studenckiej (ELS) i jak długo się na niego czeka?,"Duplikat elektronicznej legitymacji studenckiej (ELS) kosztuje 33,00 zł, a czas oczekiwania na jego wydanie wynosi od 7 do 10 dni roboczych."
"Na jakim kierunku i poziomie studiów jest prowadzony przedmiot ""Siła nauki - granice poznania""?","Przedmiot „Siła nauki – granice poznania” jest prowadzony na następujących kierunkach i poziomach studiów:

- Matematyka i Analiza Danych – studia magisterskie (specjalność SMAD), semestr letni 2025/2026, grupa ćwiczeniowa 1.  
- Matematyka – studia magisterskie (specjalność MCB lub inna specjalność), semestr letni 2025/2026, grupa ćwiczeniowa 1.  
- Informatyka i Systemy Informacyjne (ISI) – studia pierwszego i drugiego stopnia, semestr letni 2025/2026, grupa ćwiczeniowa 1."
"Jakie składowe decydują o ocenie końcowej z przedmiotu obieralnego ""Matematyka popularna""?","Ocena końcowa z przedmiotu obieralnego „Matematyka popularna” jest wyliczana na podstawie następujących składowych:

- wykonane zadanie – 60 %,
- raport postępu prac – 10 % (lub 20 % w niektórych opisach, przyjmujemy podane 10 % jako podstawowe),
- raport końcowy, w tym ocena jakości i interpretacja wyników – 30 %,
- projekt zespołowy – 50 % (w ramach oceny końcowej jako część projektu),
- indywidualna prezentacja – 30 %,
- udział w laboratoriach – 20 %,
- ocena aktywności uczestnika w czasie wystąpień kolegów – maksymalnie 20 punktów,
- ocena prezentacji pod względem poprawności merytorycznej i sposobu przedstawienia – maksymalnie 30 punktów. 

Suma punktów uzyskanych we wszystkich wymienionych elementach jest następnie przeliczana na ocenę końcową (średnia ważona lub suma punktów, zgodnie z przyjętym schematem)."
Czy mogę zmienić promotora w trakcie przygotowywania pracy dyplomowej?,"Tak, w trakcie przygotowywania pracy dyplomowej możesz zmienić promotora. Zgodnie z obowiązującymi regulacjami, w razie uzasadnionego wniosku studenta Dziekan lub osoba przez niego upoważniona może wyznaczyć nowego promotora. W szczególności, jeśli promotor jest dłużej nieobecny i wpływa to na terminowe złożenie pracy, Dziekan wyznacza nowego promotora na pisemny wniosek studenta. Wniosek powinien być złożony w formie pisemnej (oraz elektronicznej, jeżeli wymaga tego system) i zawierać uzasadnienie zmiany. Po przyjęciu wniosku Dziekan wyznaczy nowego promotora, który następnie będzie pełnił wszystkie obowiązki związane z opieką nad Twoją pracą."
Czy istnieje możliwość wypożyczenia sprzętu z wydziałowego laboratorium do domu w celu realizacji projektu studenckiego?,"Tak, wypożyczenie sprzętu z laboratorium do domu jest możliwe, pod warunkiem że za studenta poręczy prowadzący zajęcia. Wymagane jest podpisanie odpowiedniego dokumentu, w którym student przyjmuje odpowiedzialność za wypożyczony sprzęt. W uzasadnionych przypadkach, po spełnieniu tych warunków, sprzęt może zostać zabrany do domu w celu realizacji projektu studenckiego."
Na ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić recenzje mojej pracy w systemie APD?,Promotor i recenzent muszą zamieścić recenzje pracy dyplomowej w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
Ile razy w trakcie roku akademickiego student może otrzymać zapomogę finansową?,Student może otrzymać zapomogę nie częściej niż dwa razy w roku akademickim.
"Ile punktów ECTS muszę zdobyć na pierwszym roku, aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia?","Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, musisz zdobyć co najmniej 40 ECTS na pierwszym roku."
W jakich dniach i godzinach mogę osobiście załatwić sprawę w dziekanacie?,"Dziekanat jest otwarty w następujących dniach i godzinach: poniedziałek, wtorek, czwartek i piątek od 11:00 do 14:00. W środę jest nieczynny."
"Jakie są wymagania wstępne (przedmioty poprzedzające), aby móc ubiegać się o realizację przedmiotu obieralnego ""Gry kombinatoryczne""?","Wymagania wstępne do przedmiotu obieralnego „Gry kombinatoryczne” obejmują następujące przedmioty i zagadnienia:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa (oraz elementy probabilistyki)  
- Analiza matematyczna I i II (w niektórych źródłach także Analiza III)  
- Równania różniczkowe  
- Procesy stochastyczne  
- Statystyka  
- Znajomość liczb zespolonych i umiejętność wykonywania działań na nich  
- Programowanie i algorytmika (w tym programowanie obiektowe)  
- Podstawy sztucznej inteligencji oraz wstępny/zaawansowany kurs uczenia maszynowego  

Spełnienie wszystkich wymienionych wymagań jest warunkiem zaliczenia przedmiotu „Gry kombinatoryczne”."
Czy jako student mogę złożyć wniosek o zmianę promotora w trakcie pisania pracy dyplomowej?,"Tak, jako student możesz złożyć wniosek o zmianę promotora w trakcie pisania pracy dyplomowej. Zgodnie z obowiązującymi regulacjami, w sytuacji uzasadnionego wniosku studenta Dziekan (lub osoba przez niego upoważniona) ma prawo wyznaczyć nowego promotora. Wniosek powinien być złożony na piśmie i skierowany do dziekanatu. Po jego rozpatrzeniu Dziekan podejmuje decyzję o wyznaczeniu nowego promotora."
Do kiedy muszę dostarczyć pełnomocnikowi potwierdzenie odbycia praktyki wewnętrznej na wydziale?,Potwierdzenie odbycia praktyki wewnętrznej należy przekazać Pełnomocnikowi ds. Praktyk nie później niż w pierwszym miesiącu semestru następującego po zakończeniu praktyki.
"Ile punktów ECTS otrzymuje się za zaliczenie przedmiotu ""Analiza matematyczna 1"" na pierwszym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?",10 ECTS.
W jakiej formie i gdzie muszę złożyć podanie o urlop zdrowotny?,"Podanie o urlop zdrowotny należy złożyć w formie pisemnej – można je przekazać osobiście w dziekanacie Wydziału Matematyki i Nauk Informacyjnych w Warszawie, wysłać pocztą elektroniczną na adres dziekanatu lub dostarczyć listownie na adres dziekanatu. Wniosek powinien zawierać wskazanie preferowanego sposobu kontaktu zwrotnego. Dokumenty można również złożyć poprzez system USOSweb, gdzie dostępny jest szablon podania w formacie docx."
Pod jakim numerem telefonu mogę skontaktować się z Całodobowym Centrum Kierowania Straży Akademickiej PW w przypadku nagłego zdarzenia?,Całodobowe Centrum Kierowania Straży Akademickiej PW można kontaktować pod numerem telefonu 22 234 66 66. W sytuacji nagłego zdarzenia można także zadzwonić pod numer alarmowy 6666.
Ile czasu zajmuje wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) w dziekanacie?,Wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) w dziekanacie zajmuje od 7 do 10 dni roboczych.
"Ile punktów ECTS otrzymuje się za przedmiot ""Topologia"" na trzecim semestrze kierunku Matematyka?",Za przedmiot „Topologia” w trzecim semestrze studiów licencjackich na kierunku Matematyka przyznawane jest 5 punktów ECTS.
"Czy mogę ubiegać się o dofinansowanie kosztów zakwaterowania, jeśli moje praktyki studenckie odbywają się poza Warszawą?","Tak, możesz ubiegać się o dofinansowanie kosztów zakwaterowania, pod warunkiem że praktyki odbywają się poza stałym miejscem zamieszkania oraz poza siedzibą uczelni. Wniosek musi zawierać należycie udokumentowane koszty zakwaterowania i dojazdów. Dofinansowanie nie przysługuje, jeśli zaliczenie praktyk uzyskałeś na podstawie § 7 regulaminu. W przypadku wyjazdów zagranicznych konieczna jest dodatkowo akceptacja prorektora ds. studenckich, uzyskana zgodnie z obowiązującym zarządzeniem. W uzasadnionych przypadkach, za zgodą dysponenta środków, wysokość dofinansowania może zostać podwyższona, ale nie może przekroczyć stawek określonych w przepisach o podróżach służbowych pracowników jednostek sfery budżetowej poza granicami kraju."
"Pod jaki numer telefonu powinienem zadzwonić do dziekanatu, jeśli mam sprawę związaną z systemem USOS lub rekrutacją?",Numer telefonu do Dziekanatu w sprawach USOS i rekrutacji to 22 234‑59‑24.
Jaki jest maksymalny miesięczny dochód netto na jednego członka rodziny uprawniający do ubiegania się o stypendium socjalne?,"Maksymalny dopuszczalny miesięczny dochód netto na jednego członka rodziny, uprawniający do ubiegania się o stypendium socjalne, wynosi 1 908,90 zł."
"Ile minimalnie punktów ECTS muszę zdobyć na pierwszym roku studiów I stopnia, aby uzyskać rejestrację na trzeci semestr?","Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, musisz zdobyć co najmniej 40 ECTS."
"W jakie dni tygodnia i w jakich godzinach mogę przyjść do dziekanatu, żeby osobiście załatwić swoją sprawę?","Dziekanat jest otwarty w poniedziałki, wtorki, czwartki i piątki w godzinach 11:00–14:00. W środę jest nieczynny."
Czy podczas sprawdzianu lub egzaminu mogę używać urządzenia z funkcją komunikacji w charakterze zegarka bądź kalkulatora?,Nie wolno używać żadnych urządzeń komunikacyjnych w charakterze zegarka ani kalkulatora podczas sprawdzianu lub egzaminu.
"Czy na wydziałowym serwerze wirtualnym mogę uruchomić własny serwer do gry online, by grać ze znajomymi?","Uruchamianie własnego serwera gry online na wydziałowym serwerze wirtualnym nie jest dopuszczalne w standardowej ofercie udostępniania maszyn wirtualnych dla studentów. Usługa jest przeznaczona wyłącznie do instalacji i eksploatacji środowisk edukacyjnych (np. Apache, MySQL/MariaDB, PHP, Moodle) oraz innych aplikacji uzgodnionych z opiekunem laboratorium. Każde udostępnienie usług na zewnątrz wydziału wymaga wyraźnej zgody administratora serwera oraz spełnienia wymogów bezpieczeństwa, co w praktyce oznacza, że serwery gier online nie są akceptowane. W razie wątpliwości proszę skontaktować się z opiekunem laboratorium i przedstawić szczegółowy opis planowanego projektu oraz uzasadnienie potrzeby udostępnienia usługi na Internet."
"Czy mogę wypożyczyć sprzęt z wydziałowego laboratorium do domu, aby pracować nad swoim projektem?","Tak, wypożyczenie sprzętu z laboratorium do domu jest dopuszczalne, pod warunkiem że istnieje uzasadniony powód oraz że prowadzący zajęcia (np. dr inż. Janusz Rafalko lub dr inż. Agnieszka Jastrzębska) udzieli poręczenia za studenta. W przeciwnym wypadku sprzęt należy używać wyłącznie w laboratorium."
Czy przed obroną muszę złożyć wydrukowany egzemplarz pracy dyplomowej w dziekanacie?,"Nie, w dziekanacie nie składa się wydrukowanego ani papierowego egzemplarza pracy dyplomowej. Wszystkie wymagane dokumenty oraz pliki należy przekazać w formie elektronicznej zgodnie z obowiązującymi procedurami."
W jaki sposób mogę przepisać praktyki zrealizowane na studiach I stopnia na Wydziale MiNI?,"Aby przepisać praktyki zrealizowane na studiach I stopnia na Wydziale MiNI, należy postępować według następujących kroków:

1. Przygotować dokumentację potwierdzającą odbycie praktyk, czyli:
   – umowę o praktyki lub porozumienie podpisane między pracodawcą, studentem a Politechniką Warszawską,
   – ocenę/ocenę końcową praktyk oraz ewentualny raport lub opis wykonanych zadań,
   – zaświadczenie o liczbie przepracowanych godzin.

2. Skontaktować się z koordynatorem praktyk na Wydziale MiNI, wysyłając wszystkie wymienione dokumenty na adres e‑mail praktiki.mini@pw.edu.pl. W wiadomości proszę podać:
   – imię i nazwisko,
   – numer albumu,
   – kierunek i semestr, na którym chce się zaliczyć praktyki,
   – informację, że praktyki mają zostać przepisane z poprzednich studiów I stopnia.

3. Po otrzymaniu dokumentacji koordynator zweryfikuje jej zgodność z obowiązującymi regulacjami (Zarządzenie nr 3/2022 oraz Zarządzenie nr 9/2021 Dziekana Wydziału MiNI) i wyda decyzję o zaliczeniu praktyk. Decyzja zostanie wpisana do systemu USOS‑Web, a zaliczenie pojawi się w wykazie przedmiotów.

4. W razie pytań lub wątpliwości można skonsultować się bezpośrednio z Pełnomocnikiem Dziekana ds. Praktyk Studenckich pod adresem praktyki.mini@pw.edu.pl. 

Przepisanie praktyk jest możliwe wyłącznie dla absolwentów studiów I stopnia prowadzonych na Wydziale MiNI. Wszystkie wymagane dokumenty muszą być kompletne i zgodne z aktualnymi zarządzeniami wydziałowymi."
Kto odpowiada za zatwierdzanie tematów prac dyplomowych na kierunku Inżynieria i Analiza Danych?,"Zatwierdzaniem tematów prac dyplomowych na kierunku Inżynieria i Analiza Danych zajmuje się Komisja Programowa tego kierunku, działająca w ramach Rady Wydziału MiNI."
"Ile punktów ECTS potrzebuję, aby uzyskać rejestrację na trzeci rok studiów pierwszego stopnia?","Aby uzyskać rejestrację na trzeci rok studiów pierwszego stopnia, musisz mieć co najmniej 105 punktów ECTS."
Ile kosztuje wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) i jak długo trzeba na niego czekać?,"Wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) kosztuje 33,00 zł, a czas oczekiwania wynosi od 7 do 10 dni roboczych."
Jakie są zainteresowania naukowe mgra inż. Szymona Tura?,"Zainteresowania naukowe mgr inż. Szymona Tura obejmują symulacje ciał odkształcalnych, metodę elementów skończonych (MES), teorię grafów i algorytmów, a także informatykę techniczną i telekomunikację."
Do jakich celów mogę wykorzystywać serwer wirtualny udostępniony mi przez wydział?,"Serwer wirtualny udostępniony przez Wydział MiNI możesz wykorzystywać wyłącznie do celów dydaktyczno‑naukowych, czyli do realizacji projektów, zadań i prac dyplomowych wymagających technologii serwerowej, do udostępniania studenckich serwisów powstałych w ramach zajęć oraz do prowadzenia własnych prac badawczych i eksperymentalnych. Nie jest przeznaczony do celów komercyjnych ani prywatnych, które nie mają związku z programem studiów."
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych realizowany jest przedmiot ""Metody optymalizacji""?",Przedmiot „Metody optymalizacji” realizowany jest w semestrze 5 studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych.
Ile wynosi próg dochodowy pozwalający na ubieganie się o stypendium socjalne w roku akademickim 2025/2026?,"Próg dochodowy uprawniający do ubiegania się o stypendium socjalne w roku akademickim 2025/2026 wynosi 1 908,90 zł netto na osobę w rodzinie."
"Na jakiej podstawie wystawiana jest ocena z przedmiotu obieralnego ""Matematyka popularna""?","Ocena z przedmiotu obieralnego „Matematyka popularna” wystawiana jest na podstawie następujących elementów:

1. Ocena prezentacji – uwzględniana jest poprawność merytoryczna oraz sposób przedstawienia materiału (maksymalnie 30 punktów).  
2. Ocena aktywności uczestnika podczas wystąpień kolegów – przyznawane jest do 20 punktów.  

Łączna liczba punktów uzyskanych z tych dwóch kryteriów decyduje o końcowej ocenie, a zaliczenie przedmiotu odbywa się w formie oceny."
"Ile minimum punktów muszę zdobyć, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?",Nie mam tej informacji w dostępnych zasobach.
"Ile minimum punktów ECTS należy uzyskać, aby móc zarejestrować się na 3 semestr studiów drugiego stopnia?","Aby zarejestrować się na III semestr studiów drugiego stopnia, należy uzyskać co najmniej 48 ECTS z 60 możliwych."
Kiedy stypendia wpływają na konta studentów?,"Stypendia są wypłacane po piątym dniu każdego miesiąca. Pierwsza wypłata może nastąpić w kolejnym miesiącu po złożeniu wniosku, licząc od daty jego złożenia."
Jakie funkcje uczelniane pełni dr inż. Krzysztof Kaczmarski?,"Dr inż. Krzysztof Kaczmarski pełni następujące funkcje uczelniane:

- Prodziekan Wydziału MiNI ds. nauczania.  
- Przewodniczący Komisji Programowej dla kierunku Informatyka i Systemy Informacyjne.  
- Przewodniczący Komisji Programowej dla kierunku Inżynieria i Analiza Danych.  
- Przewodniczący Dziekańskiej Komisji ds. jakości kształcenia.  
- Przewodniczący Wydziałowej Komisji Rekrutacyjnej dla kierunku Informatyka i Systemy Informacyjne.  
- Pełnomocnik Dziekana ds. zapewnienia jakości kształcenia.  
- Członek Rady Wydziału.  
- Członek Uczelnianej Rady ds. jakości kształcenia.  
- Członek Senackiej Komisji ds. kształcenia.  
- Członek Komisji Programowej dla kierunku Inżynieria i Analiza Danych.  
- Adiunkt (bad.-dyd.) w Zakładzie Systemów Przetwarzania Informacji.  
- Pracownik naukowy przypisany do dyscypliny Informatyka Techniczna i Telekomunikacja (pełny etat)."
W jakim pokoju w dziekanacie załatwiane są sprawy związane z systemem USOS oraz rekrutacją?,"Sprawy związane z systemem USOS oraz rekrutacją załatwiane są w pokoju 32 dziekanatu, znajdującym się w Gmachu MiNI na Kampusie Głównym PW."
